occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
1,0.0678,0.559,0.559,0,0,0,0,0,0.333,0.513,0,0,0
1,0.0678,0.559,0.559,0,0,0,0,0,0.333,0.513,0,0,0
1,0.0555,0.517,0.517,0,0,0,0,0,0.323,0.504,0,0,0
1,0.0555,0.517,0.517,0,0,0,0,0,0.323,0.504,0,0,0
1,0.0493,0.517,0.517,0,0,0,0,0,0.323,0.499,0,0,0
1,0.0493,0.517,0.517,0,0,0,0,0,0.323,0.499,0,0,0
1,0.0493,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0493,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0507,0.461,0.461,0,0,0,0,0,0.309,0.499,0,0,0.359
1,0.0507,0.461,0.461,0,0,0,0,0,0.309,0.499,0,0,0
1,0.0493,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0.163
1,0.0493,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0493,0.601,0.601,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0493,0.601,0.601,0,0,0,0,0,0.258,0.465,0,0,0
1,0.149,0.657,0.657,0,0,0,0,0,0.358,0.546,0,0,0.101
1,0.149,0.657,0.657,0,0,0,0,0,0.358,0.546,0,0,0.111
0.5,0.156,0.475,0.475,0,0,0,0,0,0.312,0.55,0,0,0.111
0.5,0.156,0.475,0.475,0,0,0,0,0,0.312,0.55,0,0,0
0.5,0.159,0.322,0.322,0,0,0,0,0,0.274,0.55,0,0,0
0.5,0.159,0.322,0.322,0,0,0,0,0,0.274,0.55,0,0,0
0.5,0.262,0.336,0.336,0,0,0,0,0,0.297,0.635,0,0,0.145
0.5,0.262,0.336,0.336,0,0,0,0,0,0.297,0.635,0,0,0.382
0.5,0.253,0.35,0.35,0,0,0,0,0,0.304,0.645,0,0,0.295
0.5,0.253,0.35,0.35,0,0,0,0,0,0.304,0.645,0,0,0.339
0.25,0.148,0.336,0.336,0,0,0,0,0,0.277,0.56,0,0,0.167
0.25,0.148,0.336,0.336,0,0,0,0,0,0.277,0.56,0,0,0
0.25,0.147,0.392,0.392,0,0,0,0,0,0.291,0.56,0,0,0
0.25,0.147,0.392,0.392,0,0,0,0,0,0.291,0.56,0,0,0.111
0.25,0.147,0.433,0.433,0,0,0,0,0,0.302,0.555,0,0,0.222
0.25,0.147,0.433,0.433,0,0,0,0,0,0.302,0.555,0,0,0
0.5,0.251,0.447,0.447,0,0.433,0,0,0,0.353,0.664,0,0,0.0748
0.75,0.353,0.447,0.447,0,0.0667,0,0,0,0.4,0.763,0,0,0.131
0.75,0.39,0.545,0.545,0.0288,0,0,0,0,0.473,0.791,0,0,0.0817
0.75,0.39,0.545,0.545,0.0288,0,0,0,0,0.473,0.791,0,0,0.803
0.75,0.488,0.741,0.741,0.346,0,0,0,0,0.62,0.847,0,0,0.161
0.75,0.488,0.741,0.741,0.346,0,0,0,0,0.62,0.847,0,0,0.0556
1,0.838,0.881,0.881,0.593,0,0,0,0,0.881,0.993,0,0,0.175
0.75,0.641,0.881,0.881,0.593,0,0,0,0,0.725,0.861,0,0,0.253
0.75,0.759,0.937,0.937,0.683,0,0,0,0,0.767,0.819,0,0,0.31
0.5,0.522,0.937,0.937,0.683,0.433,0,0,0,0.597,0.701,0,0,0.198
0.5,0.507,0.993,0.993,1,0.0667,0,0,0,0.625,0.673,0,0,0.222
0.5,0.507,0.993,0.993,1,0,0,0,0,0.625,0.673,0,0,0.147
1,0.776,0.965,0.965,0.679,0,0,0,0,0.965,0.843,0,0,0.323
1,0.776,0.965,0.965,0.679,0,0,0,0,0.965,0.843,0,0,0.109
1,0.521,0.825,0.825,0.132,0,0,0,0,0.683,0.678,0,0,0.384
1,0.521,0.825,0.825,0.132,0,0,0,0,0.683,0.678,0,0,0
1,0.149,0.699,0.699,0.0658,0,0,0,0,0.478,0.57,0,0,0.167
1,0.0991,0.699,0.699,0.0658,0,0,0,0,0.368,0.518,0,0,0.225
1,0.0493,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0493,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0493,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0493,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0493,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0493,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0493,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0.111
1,0.0493,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0493,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0493,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0.0697
1,0.0746,0.503,0.503,0,0,0,0,0,0.319,0.504,0,0,0.0349
1,0.0746,0.503,0.503,0,0,0,0,0,0.319,0.504,0,0,0.123
1,0.125,0.601,0.601,0,0,0,0,0,0.344,0.522,0,0,0.146
1,0.125,0.601,0.601,0,0.5,0,0,0,0.344,0.522,0,0,0.327
0.5,0.248,0.657,0.657,0,0,0,0,0,0.457,0.626,0,0,0.136
0.5,0.248,0.657,0.657,0,0,0,0,0,0.457,0.626,0,0,0.104
0.25,0.156,0.475,0.475,0,0,0,0,0,0.312,0.55,0,0,0.115
0.25,0.156,0.475,0.475,0,0,0,0,0,0.312,0.55,0,0,0.182
