occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
1,0.0677,0.559,0.559,0,0,0,0.533,0.967,0.333,0.513,0,0.423,0.0597
1,0.0677,0.559,0.559,0,0,0,0,0.667,0.333,0.513,0,0,0
1,0.0492,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0.298
1,0.0492,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0.298
1,0.0492,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0.0597
1,0.0492,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0.119
1,0.0492,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0.255
1,0.125,0.601,0.601,0,0,0,0,0,0.344,0.522,0,0,0.106
1,0.201,0.601,0.601,0,0,0,0,0,0.43,0.579,0,0,0.5
1,0.446,0.657,0.657,0,0.5,0,0.433,0,0.657,0.787,0,0.255,0
1,0.446,0.657,0.657,0,0,0,0.533,0.967,0.657,0.787,0,0.636,0.544
1,0.474,0.475,0.475,0,0,0,0,1,0.475,0.806,0,0.269,0.561
0.75,0.368,0.475,0.475,0,0.467,0.333,0,0.2,0.421,0.72,0.42,0,0.106
0.5,0.268,0.322,0.322,0,0.0333,0.2,0,0,0.29,0.635,0.647,0,0.126
0.5,0.268,0.322,0.322,0,0,0,0,0,0.29,0.635,0.387,0,0.0994
0.5,0.262,0.336,0.336,0,0,0,0,0,0.297,0.635,0.731,0,0
0.5,0.262,0.336,0.336,0,0.467,0,0,0,0.297,0.635,0.356,0,0.237
0.5,0.253,0.35,0.35,0,0.0333,0,0,0,0.304,0.645,0,0,0.238
0.5,0.253,0.35,0.35,0,0,0,0,0,0.304,0.645,0,0,0.239
0.5,0.246,0.336,0.336,0,0,0,0,0,0.297,0.654,0,0,0.0597
0.5,0.246,0.336,0.336,0,0,0,0,0,0.297,0.654,0,0,0.298
0.5,0.244,0.392,0.392,0,0,0,0,0,0.325,0.654,0,0,0.119
0.5,0.244,0.392,0.392,0,0,0,0,0,0.325,0.654,0,0,0
0.5,0.153,0.433,0.433,0,0,0,0,0,0.302,0.555,0,0,0
0.5,0.153,0.433,0.433,0,0,0,0,0,0.302,0.555,0,0,0.119
0.5,0.179,0.447,0.447,0,0,0,0,0,0.305,0.564,0,0,0.0597
0.5,0.179,0.447,0.447,0,0,0,0,0,0.305,0.564,0,0,0
0.5,0.225,0.545,0.545,0.0288,0,0,0,0,0.33,0.574,0,0,0.0597
0.5,0.225,0.545,0.545,0.0288,0,0,0,0,0.33,0.574,0,0,0
0.25,0.274,0.741,0.741,0.346,0.5,0,0,0,0.379,0.593,0,0,0.0597
0.25,0.274,0.741,0.741,0.346,0,0,0,0,0.379,0.593,0,0,0.0597
0.25,0.287,0.881,0.881,0.593,0,0,0,0,0.414,0.597,0,0,0
0.5,0.525,0.881,0.881,0.593,0,0,0,0,0.569,0.729,0,0,0.418
0.5,0.454,0.937,0.937,0.683,0,0,0,0,0.597,0.701,0,0,0.119
0.5,0.454,0.937,0.937,0.683,0,0,0,0,0.597,0.701,0,0,0.163
0.75,0.502,0.993,0.993,1,0,0,0,0,0.809,0.777,0,0.375,0.298
0.75,0.502,0.993,0.993,1,0,0,0.933,0,0.809,0.777,0,0.451,0.581
0.75,0.396,0.965,0.965,0.679,0,0,0.5,1,0.788,0.749,0,0.36,0
0.75,0.281,0.965,0.965,0.679,0,0,0,0.0667,0.611,0.654,0,0.413,0.179
0.75,0.258,0.825,0.825,0.132,0,0,0,0,0.541,0.607,0,0.472,0.179
0.75,0.154,0.825,0.825,0.132,0,0,0,0,0.4,0.536,0,0.394,0
1,0.149,0.699,0.699,0.0658,0,0,0,0,0.478,0.57,0,0.2,0.179
1,0.149,0.699,0.699,0.0658,0,0,0,0,0.478,0.57,0,0,0.119
1,0.0492,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0492,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0.0842
1,0.125,0.601,0.601,0,0,0,0,0,0.344,0.522,0,0,0
1,0.125,0.601,0.601,0,0,0,0,0,0.344,0.522,0,0,0.254
1,0.248,0.657,0.657,0,0,0,0,0,0.457,0.626,0,0,0.316
1,0.248,0.657,0.657,0,0,0,0,0,0.457,0.626,0,0,0
1,0.368,0.475,0.475,0,0,0,0,0,0.421,0.72,0,0,0.267
0.75,0.262,0.475,0.475,0,0,0,0,0,0.367,0.635,0,0,0.15
0.75,0.268,0.322,0.322,0,0,0,0,0,0.29,0.635,0,0,0.103
0.5,0.159,0.322,0.322,0,0,0,0,0,0.274,0.55,0,0,0.0206
0.5,0.155,0.336,0.336,0,0,0,0,0,0.277,0.55,0,0,0.0597
0.5,0.155,0.336,0.336,0,0,0,0,0,0.277,0.55,0,0,0
0.5,0.151,0.35,0.35,0,0,0,0,0,0.281,0.555,0,0,0
0.5,0.151,0.35,0.35,0,0,0,0,0,0.281,0.555,0,0,0.119
0.5,0.148,0.336,0.336,0,0,0,0,0,0.277,0.56,0,0,0
0.5,0.148,0.336,0.336,0,0,0,0,0,0.277,0.56,0,0,0.179
0.25,0.0492,0.392,0.392,0,0,0,0,0,0.258,0.465,0,0,0.119
0.5,0.147,0.392,0.392,0,0,0,0,0,0.291,0.56,0,0,0.418
0.25,0.0492,0.433,0.433,0,0,0,0,0,0.258,0.465,0,0,0
0.25,0.0492,0.433,0.433,0,0,0,0,0,0.258,0.465,0,0,0.239
0,0.0492,0.447,0.447,0,0,0,0,0,0.258,0.465,0,0,0
0,0.0492,0.447,0.447,0,0,0,0,0,0.258,0.465,0,0,0.179
0.25,0.225,0.545,0.545,0.0288,0,0,0,0,0.33,0.574,0,0,0.0597
0.25,0.225,0.545,0.545,0.0288,0,0,0,0,0.33,0.574,0,0,0
0.25,0.274,0.741,0.741,0.346,0,0,0,0,0.379,0.593,0,0,0.0597
0.25,0.274,0.741,0.741,0.346,0,0,0,0,0.379,0.593,0,0,0.0597
0.25,0.287,0.881,0.881,0.593,0,0,0,0,0.414,0.597,0,0,0
0.25,0.287,0.881,0.881,0.593,0,0,0,0,0.414,0.597,0,0,0
0.25,0.252,0.937,0.937,0.683,0,0,0,0,0.428,0.583,0,0,0
0.25,0.252,0.937,0.937,0.683,0,0,0,0,0.428,0.583,0,0,0
0.25,0.2,0.993,0.993,1,0,0,0,0,0.441,0.569,0,0,0.0597
0.75,0.502,0.993,0.993,1,0,0,0,0,0.809,0.777,0,0,0.119
0.75,0.396,0.965,0.965,0.679,0,0,0,0,0.788,0.749,0,0,0.298
0.75,0.396,0.965,0.965,0.679,0,0.333,0,0,0.788,0.749,0.218,0,0.358
0.75,0.363,0.825,0.825,0.132,0,1,0,0,0.683,0.678,0.927,0,0.457
0.75,0.258,0.825,0.825,0.132,0,1,0,0,0.541,0.607,0.283,0,0
0.75,0.0989,0.699,0.699,0.0658,0,1,0,0,0.368,0.518,0,0,0.0597
0.75,0.0989,0.699,0.699,0.0658,0,0.433,0,0,0.368,0.518,0,0,0
1,0.0677,0.559,0.559,0,0,0,0,0,0.333,0.513,0,0,0
1,0.0677,0.559,0.559,0,0,0,0,0,0.333,0.513,0,0,0
1,0.0554,0.517,0.517,0,0,0,0,0,0.323,0.504,0,0,0
1,0.0554,0.517,0.517,0,0,0,0,0,0.323,0.504,0,0,0
