occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
1,0.0496,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0.112
1,0.0496,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.051,0.461,0.461,0,0,0,0,0,0.309,0.499,0,0,0
1,0.075,0.503,0.503,0,0,0,0,0,0.319,0.504,0,0,0
1,0.075,0.503,0.503,0,0,0,0,0,0.319,0.504,0,0,0.017
0.75,0.126,0.601,0.601,0,0,0,0,0,0.344,0.522,0,0,0.102
0.75,0.126,0.601,0.601,0,0,0,0,0,0.344,0.522,0,0,0.0186
0.75,0.249,0.657,0.657,0,0,0,0,0,0.457,0.626,0,0,0.223
0.75,0.249,0.657,0.657,0,0,0,0,0,0.457,0.626,0,0,0.252
0.5,0.157,0.475,0.475,0,0,0,0,0,0.312,0.55,0,0,0.131
0.5,0.157,0.475,0.475,0,0,0,0,0,0.312,0.55,0,0,0.15
0.5,0.16,0.322,0.322,0,0,0,0,0,0.274,0.55,0,0,0.112
0.5,0.27,0.322,0.322,0,0,0,0,0,0.29,0.635,0,0,0
0.5,0.263,0.336,0.336,0,0,0,0,0,0.297,0.635,0,0,0.169
0.25,0.157,0.336,0.336,0,0,0,0,0,0.277,0.55,0,0,0
0.5,0.254,0.35,0.35,0,0,0.0667,0,0,0.304,0.645,0,0,0.112
0.5,0.254,0.35,0.35,0,0,1,0,0,0.304,0.645,0.188,0,0
0.5,0.248,0.336,0.336,0,0,0.533,0,0,0.297,0.654,0.614,0,0.225
0.5,0.248,0.336,0.336,0,0,0,0,0,0.297,0.654,0.522,0,0.0562
0.5,0.246,0.392,0.392,0,0,0,0,0,0.325,0.654,0.53,0,0.169
0.5,0.246,0.392,0.392,0,0,0,0,0,0.325,0.654,0.181,0,0.225
0.5,0.249,0.433,0.433,0,0,0,0,0,0.346,0.645,0.537,0,0.169
0.5,0.249,0.433,0.433,0,0,0,0,0,0.346,0.645,0.245,0,0
0.5,0.267,0.447,0.447,0,0,0,0,0,0.353,0.664,0,0,0
0.5,0.267,0.447,0.447,0,0,0,0,0,0.353,0.664,0,0,0.0562
0.75,0.453,0.545,0.545,0.0288,0,0,0,0,0.473,0.791,0,0,0
0.75,0.319,0.545,0.545,0.0288,0,0,0,0,0.402,0.682,0,0,0.0562
0.5,0.414,0.741,0.741,0.346,0.5,0,0,0,0.499,0.72,0,0,0.0738
0.75,0.597,0.741,0.741,0.346,0,0.0667,0,0,0.62,0.847,0,0,0.106
0.5,0.509,0.881,0.881,0.593,0,1,0,0,0.569,0.729,0.22,0,0
0.5,0.509,0.881,0.881,0.593,0,1,0,0,0.569,0.729,0.735,0,0.0562
0.75,0.762,0.937,0.937,0.683,0.5,0.633,0,0,0.767,0.819,0.173,0,0.225
0.75,0.762,0.937,0.937,0.683,1,0,0,0,0.767,0.819,0,0,0.225
1,0.645,0.993,0.993,1,0.0333,0,0,0,0.809,0.777,0,0,0.225
1,0.645,0.993,0.993,1,0,0,0,0,0.809,0.777,0,0,0.169
1,0.491,0.965,0.965,0.679,0,0,0,0,0.788,0.749,0,0,0.0562
1,0.491,0.965,0.965,0.679,0,0,0,0,0.788,0.749,0,0,0.0562
1,0.299,0.825,0.825,0.132,0,0,0,0,0.541,0.607,0,0,0
1,0.299,0.825,0.825,0.132,0,0,0,0,0.541,0.607,0,0,0
1,0.0996,0.699,0.699,0.0658,0,0,0,0,0.368,0.518,0,0,0
1,0.0496,0.699,0.699,0.0658,0,0,0,0,0.258,0.465,0,0,0.169
1,0.0496,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0.0562
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.202,0.601,0.601,0,0,0,0,0,0.43,0.579,0,0,0
1,0.202,0.601,0.601,0,1,0,0,0,0.43,0.579,0,0,0.113
0.75,0.149,0.657,0.657,0,0.0333,0,0,0,0.358,0.546,0,0,0.25
0.75,0.149,0.657,0.657,0,0,0,0,0,0.358,0.546,0,0,0.176
0.75,0.263,0.475,0.475,0,0,0,0,0,0.367,0.635,0,0,0.112
0.75,0.263,0.475,0.475,0,1,0,0,0,0.367,0.635,0,0,0
0.75,0.38,0.322,0.322,0,1,0,0.867,0,0.306,0.72,0,0,0.101
0.75,0.38,0.322,0.322,0,0.0667,0.0667,1,0,0.306,0.72,0,0.155,0
0.75,0.37,0.336,0.336,0,0,1,1,0,0.316,0.72,0.275,0.207,0.455
0.75,0.37,0.336,0.336,0,0,1,1,0,0.316,0.72,0.604,0.383,0.0175
0.75,0.357,0.35,0.35,0,0.5,0.0667,1,0,0.327,0.735,0,0.383,0.105
0.75,0.357,0.35,0.35,0,0,0,1,0,0.327,0.735,0,0.293,0.309
0.75,0.347,0.336,0.336,0,0,0,1,0,0.316,0.749,0,0.696,0.187
0.75,0.347,0.336,0.336,0,0,0,0.367,0,0.316,0.749,0,0.39,0.293
0.5,0.246,0.392,0.392,0,0,0,0,0.3,0.325,0.654,0,0.324,0.173
0.75,0.344,0.392,0.392,0,0,0,0,1,0.358,0.749,0,0.311,0.0562
0.5,0.249,0.433,0.433,0,0,0,0,1,0.346,0.645,0,0.351,0
0.5,0.249,0.433,0.433,0,0,0,0,1,0.346,0.645,0,0.245,0.225
0.5,0.267,0.447,0.447,0,0,0,0,1,0.353,0.664,0,0.376,0
0.5,0.267,0.447,0.447,0,0,0,0,0.6,0.353,0.664,0,0.297,0.0562
0.5,0.319,0.545,0.545,0.0288,0,0,0,0,0.402,0.682,0,0,0
0.5,0.319,0.545,0.545,0.0288,0.5,0,0,0,0.402,0.682,0,0,0
0.5,0.414,0.741,0.741,0.346,0,0,0,0,0.499,0.72,0,0,0
0.5,0.414,0.741,0.741,0.346,0,0.0667,0,0,0.499,0.72,0,0,0.0562
0.5,0.509,0.881,0.881,0.593,0,1,0,0,0.569,0.729,0.218,0,0.0562
0.5,0.509,0.881,0.881,0.593,0,1,0,0,0.569,0.729,0.579,0,0.169
0.75,0.762,0.937,0.937,0.683,0,0.0667,0,0,0.767,0.819,0.23,0,0.337
1,1,0.937,0.937,0.683,0.5,0,0,0,0.937,0.937,0.601,0,0.412
1,0.843,0.993,0.993,1,0,0,0,0,0.993,0.88,0.203,0,0.165
1,0.843,0.993,0.993,1,0,0,0,0,0.993,0.88,0,0,0.0939
1,0.344,0.965,0.965,0.679,0,0,0,0,0.611,0.654,0,0,0.0562
0.75,0.197,0.965,0.965,0.679,0,0,0,0,0.435,0.56,0,0,0.112
0.75,0.174,0.825,0.825,0.132,0,0,0,0,0.4,0.536,0,0,0.169
0.75,0.174,0.825,0.825,0.132,0,0,0,0,0.4,0.536,0,0,0
0.75,0.0496,0.699,0.699,0.0658,0,0,0,0,0.258,0.465,0,0,0
0.75,0.0496,0.699,0.699,0.0658,0,0,0,0,0.258,0.465,0,0,0
0.75,0.0496,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0
0.75,0.0496,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0.112
0.75,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
0.75,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
0.75,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0.112
0.75,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
0.75,0.0496,0.503,0.503,0,0,0,0,0,0.319,0.494,0,0,0
0.75,0.0496,0.503,0.503,0,0,0,0,0,0.319,0.494,0,0,0
1,0.0496,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0.0693
