occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
1,0.0744,0.559,0.559,0,0,0,0,0,0.358,0.529,0,0,0
1,0.0496,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0.137
1,0.0514,0.461,0.461,0,0,0,0,0,0.326,0.51,0,0,0
1,0.0514,0.461,0.461,0,0,0,0,0,0.326,0.51,0,0,0
1,0.117,0.503,0.503,0,0,0,0,0,0.422,0.567,0,0,0
0.667,0.117,0.503,0.503,0,0,0,0,0,0.422,0.567,0,0,0
0.667,0.253,0.601,0.601,0,0,0,0,0,0.487,0.617,0,0,0
0.667,0.253,0.601,0.601,0,0,0.2,0,0,0.487,0.617,0.154,0,0
0.667,0.316,0.657,0.657,0,0,1,0.233,0,0.524,0.68,0.618,0.178,0.296
0.667,0.316,0.657,0.657,0,0,1,0.733,0.367,0.524,0.68,0.439,0.494,0.0699
0.667,0.335,0.475,0.475,0,0,0.5,0,1,0.403,0.692,0,0.254,0.0699
0.667,0.335,0.475,0.475,0,0,0,0,0.8,0.403,0.692,0,0.201,0.411
0.667,0.344,0.322,0.322,0,0,0,0,0,0.3,0.692,0,0.294,0.411
0.667,0.344,0.322,0.322,0,0,0,0,0,0.3,0.692,0,0.275,0.137
0.667,0.335,0.336,0.336,0,0,0,0,0,0.31,0.692,0,0.53,0.206
0.667,0.335,0.336,0.336,0,0,0,0,0,0.31,0.692,0,0.506,0
0.333,0.186,0.35,0.35,0,0,0,0,0,0.288,0.585,0,0.286,0
0.333,0.186,0.35,0.35,0,0,0,0,0,0.288,0.585,0,0.299,0.0685
0.333,0.182,0.336,0.336,0,0,0,0,0,0.284,0.591,0,0.256,0.0685
0.667,0.314,0.336,0.336,0,0,0,0,0,0.31,0.717,0,0.282,0
0.667,0.311,0.392,0.392,0,0,0.7,0,0,0.347,0.717,0.382,0.909,0.137
0.667,0.311,0.392,0.392,0,0,1,0,0,0.347,0.717,0.581,0.208,0
0.667,0.315,0.433,0.433,0,0,1,0,0,0.375,0.705,0.319,0.597,0
0.667,0.315,0.433,0.433,0,0,0.533,0,0,0.375,0.705,0.513,0.153,0
0.667,0.34,0.447,0.447,0,0,0,0,0,0.384,0.73,0.479,0,0
0.667,0.34,0.447,0.447,0,0.133,0,0,0,0.384,0.73,0.399,0,0.48
0.667,0.409,0.545,0.545,0.0288,0.367,0,0,0,0.449,0.755,0.507,0,0
0.667,0.409,0.545,0.545,0.0288,0,0,0,0,0.449,0.755,0,0,0.0685
0.667,0.536,0.741,0.741,0.346,0,0,0,0,0.58,0.805,0,0,0
1,0.779,0.741,0.741,0.346,0,0,0,0,0.741,0.974,0,0,0.0685
1,0.968,0.881,0.881,0.593,0,0,0,0,0.881,0.993,0,0,0.0685
1,0.968,0.881,0.881,0.593,0,0,0,0,0.881,0.993,0,0,0.0829
1,1,0.937,0.937,0.683,0,0,0,0,0.937,0.937,0,0,0.552
0.667,0.683,0.937,0.937,0.683,0,0,0,0,0.711,0.78,0,0,0.149
0.667,0.579,0.993,0.993,1,0,0,0,0,0.748,0.742,0,0,0
0.667,0.579,0.993,0.993,1,0,0,0,0,0.748,0.742,0,0,0
0.667,0.442,0.965,0.965,0.679,0,0,0,0,0.729,0.717,0,0,0.137
1,0.442,0.965,0.965,0.679,0,0,0,0,0.729,0.717,0,0,0.236
1,0.216,0.825,0.825,0.132,0,0,0,0,0.447,0.56,0,0,0.0784
1,0.216,0.825,0.825,0.132,0,0,0,0,0.447,0.56,0,0,0.288
1,0.0496,0.699,0.699,0.0658,0,0,0,0,0.258,0.465,0,0,0.206
1,0.0496,0.699,0.699,0.0658,0,0,0,0,0.258,0.465,0,0,0.137
1,0.0496,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0.0685
1,0.0496,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0.0685
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.151,0.601,0.601,0,0,0,0,0,0.372,0.541,0,0,0.0765
1,0.151,0.601,0.601,0,0,0,0,0,0.372,0.541,0,0,0.128
0.667,0.0496,0.657,0.657,0,0,0,0,0,0.258,0.465,0,0,0.282
0.667,0.316,0.657,0.657,0,0,0,0,0,0.524,0.68,0,0,0
0.667,0.335,0.475,0.475,0,0,0,0.733,0,0.403,0.692,0,0.409,0
0.667,0.335,0.475,0.475,0,0,0,1,0,0.403,0.692,0,0.373,0
0.667,0.344,0.322,0.322,0,0,0,1,0,0.3,0.692,0,0.574,0
0.667,0.344,0.322,0.322,0,0,0,0.167,0.933,0.3,0.692,0,0.256,0
0.667,0.335,0.336,0.336,0,0,0,0,1,0.31,0.692,0,0.193,0.137
0.667,0.335,0.336,0.336,0,0,0,0,0.233,0.31,0.692,0,0.754,0
0.667,0.322,0.35,0.35,0,0,0,0,0,0.319,0.705,0,0.439,0.0685
0.667,0.322,0.35,0.35,0,0,0,0,0,0.319,0.705,0,0.383,0.0685
0.667,0.314,0.336,0.336,0,0,0,0,0,0.31,0.717,0,0.513,0.0685
0.667,0.314,0.336,0.336,0,0,0,0,0,0.31,0.717,0,0.557,0
0.667,0.311,0.392,0.392,0,0,0,0,0,0.347,0.717,0,0.43,0
0.667,0.311,0.392,0.392,0,0,0,0,0,0.347,0.717,0,0.22,0
0.667,0.315,0.433,0.433,0,0,0,0,0,0.375,0.705,0,0.214,0.206
0.667,0.315,0.433,0.433,0,0,0,0,0,0.375,0.705,0,0.157,0.137
0.667,0.34,0.447,0.447,0,0,0,0,0,0.384,0.73,0,0.284,0.0685
0.667,0.34,0.447,0.447,0,0,0,0,0,0.384,0.73,0,0.451,0.0685
0.667,0.409,0.545,0.545,0.0288,0,0,0,0,0.449,0.755,0,0.684,0
0.667,0.409,0.545,0.545,0.0288,0,0.2,0,0,0.449,0.755,0.214,0.256,0.274
1,0.779,0.741,0.741,0.346,0,1,0,0,0.741,0.974,0.467,0.367,0
0.667,0.536,0.741,0.741,0.346,0,1,0,0,0.58,0.805,0.51,0.53,0.206
1,0.968,0.881,0.881,0.593,0,1,0,0,0.881,0.993,0,0.623,0.393
0.667,0.662,0.881,0.881,0.593,0,0.0333,0,0,0.673,0.817,0,0.578,0
0.667,0.683,0.937,0.937,0.683,0,0,0,0,0.711,0.78,0,0.415,0
0.667,0.683,0.937,0.937,0.683,0,0,0,0,0.711,0.78,0,0.316,0.343
0.667,0.579,0.993,0.993,1,0,0,0,0,0.748,0.742,0,0,0.0685
0.667,0.579,0.993,0.993,1,0,0,0,0,0.748,0.742,0,0,0.206
1,0.442,0.965,0.965,0.679,0,0,0,0,0.729,0.717,0,0,0
1,0.442,0.965,0.965,0.679,0,0,0,0,0.729,0.717,0,0,0.0685
1,0.216,0.825,0.825,0.132,0,0,0,0,0.447,0.56,0,0,0
1,0.0496,0.825,0.825,0.132,0,0,0,0,0.258,0.465,0,0,0.206
1,0.0496,0.699,0.699,0.0658,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.699,0.699,0.0658,0,0,0,0,0.258,0.465,0,0,0.0685
1,0.0496,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.151,0.601,0.601,0,0,0,0,0,0.372,0.541,0,0,0
1,0.151,0.601,0.601,0,0,0,0,0,0.372,0.541,0,0,0
1,0.316,0.657,0.657,0,0,0,0,0,0.524,0.68,0,0,0
0.667,0.183,0.657,0.657,0,0,0,0,0,0.391,0.572,0,0,0
0.667,0.192,0.475,0.475,0,0,0,0,0,0.33,0.579,0,0,0
0.667,0.192,0.475,0.475,0,0,0,0,0,0.33,0.579,0,0,0
0.333,0.197,0.322,0.322,0,0,0,0,0,0.279,0.579,0,0,0
0.333,0.197,0.322,0.322,0,0,0,0,0,0.279,0.579,0,0,0.0685
0.333,0.192,0.336,0.336,0,0,0,0,0,0.284,0.579,0,0,0
0,0.0496,0.336,0.336,0,0,0,0,0,0.258,0.465,0,0,0.137
0,0.0496,0.35,0.35,0,0,0,0,0,0.258,0.465,0,0,0
0.333,0.186,0.35,0.35,0,0.633,0,0,0,0.288,0.585,0,0,0
0.667,0.314,0.336,0.336,0,0.4,0,0,0,0.31,0.717,0,0,0.137
1,0.446,0.336,0.336,0,0,0,0,0,0.336,0.843,0,0,0.148
1,0.442,0.392,0.392,0,0,0,0,0,0.392,0.843,0,0,0.122
0.333,0.18,0.392,0.392,0,0,0,0,0,0.302,0.591,0,0,0.137
0.333,0.182,0.433,0.433,0,0,0,0,0,0.316,0.585,0,0,0.387
0.333,0.182,0.433,0.433,0,0,0,0,0,0.316,0.585,0,0,0.108
0.667,0.34,0.447,0.447,0,0,0,0,0,0.384,0.73,0,0,0
0.667,0.34,0.447,0.447,0,0.133,0,0,0,0.384,0.73,0,0,0
0.667,0.409,0.545,0.545,0.0288,0.367,0,0,0,0.449,0.755,0,0,0
0.667,0.409,0.545,0.545,0.0288,0,0,0,0,0.449,0.755,0,0,0
0.667,0.536,0.741,0.741,0.346,0,0,0,0,0.58,0.805,0,0,0.206
0.667,0.536,0.741,0.741,0.346,0,0,0,0,0.58,0.805,0,0,0
1,0.968,0.881,0.881,0.593,0,0,0,0,0.881,0.993,0,0,0.274
1,0.968,0.881,0.881,0.593,0,0,0,0,0.881,0.993,0,0,0.137
1,1,0.937,0.937,0.683,0,0,0,0,0.937,0.937,0,0,0
1,1,0.937,0.937,0.683,0,0,0,0,0.937,0.937,0,0,0.0685
1,0.843,0.993,0.993,1,0,0,0,0,0.993,0.88,0,0,0
1,0.843,0.993,0.993,1,0,0,0,0,0.993,0.88,0,0,0.0806
1,0.442,0.965,0.965,0.679,0,0,0,0,0.729,0.717,0,0,0.376
1,0.246,0.965,0.965,0.679,0,0,0,0,0.493,0.591,0,0,0.137
1,0.216,0.825,0.825,0.132,0,0,0,0,0.447,0.56,0,0,0
1,0.216,0.825,0.825,0.132,0,0,0,0,0.447,0.56,0,0,0
1,0.116,0.699,0.699,0.0658,0,0,0,0,0.405,0.535,0,0,0
1,0.116,0.699,0.699,0.0658,0,0,0,0,0.405,0.535,0,0,0.0685
1,0.0496,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.559,0.559,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0.137
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0.206
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0.206
1,0.0496,0.517,0.517,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.461,0.461,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.0496,0.503,0.503,0,0,0,0,0,0.258,0.465,0,0,0
1,0.151,0.601,0.601,0,0,0,0,0,0.372,0.541,0,0,0.0832
1,0.151,0.601,0.601,0,0,0,0,0,0.372,0.541,0,0,0.305
1,0.316,0.657,0.657,0,0,0,0,0,0.524,0.68,0,0,0.352
0.667,0.183,0.657,0.657,0,0,0,0,0,0.391,0.572,0,0,0
1,0.335,0.475,0.475,0,0,0,0,0,0.403,0.692,0,0,0.202
1,0.335,0.475,0.475,0,0,0,0,0,0.403,0.692,0,0,0.15
1,0.344,0.322,0.322,0,0,0,0,0,0.3,0.692,0,0,0.328
0.667,0.197,0.322,0.322,0,0,0,0,0,0.279,0.579,0,0,0.278
0.667,0.192,0.336,0.336,0,0,0,0,0,0.284,0.579,0,0,0.139
0.667,0.0496,0.336,0.336,0,0,0,0,0,0.258,0.465,0,0,0.208
0.667,0.0496,0.35,0.35,0,0,0,0,0,0.258,0.465,0,0,0
0.667,0.0496,0.35,0.35,0,0,0,0,0,0.258,0.465,0,0,0.0685
0.667,0.182,0.336,0.336,0,0,0,0,0,0.284,0.591,0,0,0.219
0.667,0.182,0.336,0.336,0,0,0,0,0,0.284,0.591,0,0,0.136
0.667,0.18,0.392,0.392,0,0,0,0,0,0.302,0.591,0,0,0.199
0.667,0.18,0.392,0.392,0,0,0,0,0,0.302,0.591,0,0,0.0833
0.333,0.0496,0.433,0.433,0,0,0,0,0,0.258,0.465,0,0,0
0.667,0.182,0.433,0.433,0,0,0,0,0,0.316,0.585,0,0,0.326
0.667,0.195,0.447,0.447,0,0,0,0,0,0.321,0.597,0,0,0.075
0.333,0.0496,0.447,0.447,0,0,0,0,0,0.258,0.465,0,0,0.075
0.333,0.0496,0.545,0.545,0.0288,0,0,0,0,0.258,0.465,0,0,0.623
0.667,0.229,0.545,0.545,0.0288,0,0.7,0,0,0.354,0.61,0.638,0,0.343
0.667,0.293,0.741,0.741,0.346,0,1,0,0,0.419,0.635,0.647,0,0.343
0.667,0.293,0.741,0.741,0.346,0,1,0,0,0.419,0.635,0.402,0,0
1,0.662,0.881,0.881,0.593,0.5,0,0,0,0.673,0.817,0.493,0,0
